listing_id,price_raw,square_feet,bedrooms,bathrooms,ad_spend_usd,impressions,clicks,leads_converted,description
lst_1051,$311491,1898,5,3.0,775.4212520833605,13982,15,0,Beautiful family house in the suburbs with a large green garden.
lst_1052,$282307,1561,4,3.0,651.9757302831001,14838,291,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1053,$411167,1586,3,2.5,295.3444249320151,1195,260,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1054,$453099,1886,3,1.5,321.91447322264156,6001,16,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1055,$443128,2183,4,2.5,65.2998733830558,8315,384,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1056,$266078,2456,3,1.0,182.56808984947838,13011,483,1,Modern downtown condo with state-of-the-art kitchen features.
lst_1057,$319078,1598,1,1.0,857.4161073008495,14223,82,0,Beautiful family house in the suburbs with a large green garden.
lst_1058,$383126,2746,3,1.5,1343.2160385121942,1179,439,1,Beautiful family house in the suburbs with a large green garden.
lst_1059,$447554,1864,3,3.0,466.3889094393083,12610,176,0,Beautiful family house in the suburbs with a large green garden.
lst_1060,$302082,1989,4,2.5,525.2334775493858,19331,100,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1061,$331434,1626,4,2.5,217.6281353866927,18444,310,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1062,$239366,787,3,1.5,613.514871130299,1573,377,0,Beautiful family house in the suburbs with a large green garden.
lst_1063,$230379,2442,2,1.5,103.97147162552729,4988,277,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1064,$431252,2368,4,1.0,1380.5210095797554,5079,423,0,Beautiful family house in the suburbs with a large green garden.
lst_1065,$485624,1859,5,2.0,1026.0114547805665,1312,389,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1066,$342798,2033,5,1.5,1486.5857736201674,9101,417,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1067,$450353,2257,1,2.0,1330.0935858838159,13348,183,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1068,$386163,1218,3,1.5,735.8363608623214,519,68,0,Beautiful family house in the suburbs with a large green garden.
lst_1069,$285488,1735,2,3.0,803.5432951680465,15708,136,1,Cozy cottage nestled in the woods near a quiet lake.
lst_1070,$386139,2397,1,3.0,326.33526744993105,3759,347,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1071,$503803,1372,3,1.0,719.9570471173556,5383,416,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1072,$346417,2146,4,1.0,1359.390416564577,10815,276,1,Cozy cottage nestled in the woods near a quiet lake.
lst_1073,$506464,1321,5,2.0,123.73746427194064,16265,323,1,Modern downtown condo with state-of-the-art kitchen features.
lst_1074,$88025,2233,2,1.5,1302.157364347549,1440,336,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1075,$432190,1982,5,2.5,544.3743123817842,14905,441,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1076,$358704,1192,4,1.0,1354.2935093896492,10684,345,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1077,$320099,2582,3,2.5,1414.2758641951527,14880,113,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1078,$359176,1632,4,2.5,1022.7540861527636,5237,277,1,Cozy cottage nestled in the woods near a quiet lake.
lst_1079,$151243,1594,4,1.5,1013.4144905593829,17845,172,0,Beautiful family house in the suburbs with a large green garden.
lst_1080,$328032,2100,5,2.0,706.4937896776731,691,401,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1081,$385711,2574,2,1.5,1261.5333255883759,626,184,1,Beautiful family house in the suburbs with a large green garden.
lst_1082,$497789,1492,4,1.0,1444.3384997282606,7955,62,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1083,$298172,2030,5,2.5,1173.8686104917228,10795,484,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1084,$269150,2214,2,1.5,951.8082639472284,1392,425,1,Modern downtown condo with state-of-the-art kitchen features.
lst_1085,$299824,2346,3,1.5,929.8496989409383,18138,83,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1086,$441540,2088,3,1.5,1281.7313572963103,16671,464,1,Cozy cottage nestled in the woods near a quiet lake.
lst_1087,$382875,1816,1,1.0,834.7454603683826,19242,65,1,Beautiful family house in the suburbs with a large green garden.
lst_1088,$297023,1586,5,2.0,1215.596835060793,8725,373,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1089,$401326,2043,2,1.5,787.8836200026564,6531,125,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1090,$359707,1463,4,1.0,140.54419871219,16026,211,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1091,$446864,539,3,2.5,606.723162911025,11804,38,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1092,$279794,2218,2,3.0,694.4393886236732,537,74,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1093,$317233,2451,5,1.0,255.34500523059495,10880,21,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1094,$310789,818,1,3.0,198.61967732435858,17316,24,1,Cozy cottage nestled in the woods near a quiet lake.
lst_1095,$203648,1495,3,1.5,826.4241770025835,9088,461,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1096,$379612,2309,2,1.5,173.45827300631913,9053,319,0,Beautiful family house in the suburbs with a large green garden.
lst_1097,$376105,3028,2,1.0,489.27049344062175,5894,73,0,Beautiful family house in the suburbs with a large green garden.
lst_1098,$350511,2010,2,3.0,1129.6656151464601,3674,219,1,Cozy cottage nestled in the woods near a quiet lake.
lst_1099,$326541,1635,5,1.5,1448.426660373572,16401,165,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1100,$208462,1908,5,2.5,1090.9123418002964,784,106,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1101,$307935,2687,5,2.0,1489.3070452566617,4333,380,1,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1102,$315728,1677,4,2.0,1062.5900583551338,17061,210,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1103,$269772,1600,2,1.5,476.00198244877487,13097,149,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1104,$333871,1758,3,3.0,1024.4761837327746,8107,61,1,Modern downtown condo with state-of-the-art kitchen features.
lst_1105,$390405,1523,5,1.5,1068.1273095355104,16711,87,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1106,$538618,2061,5,3.0,589.0041276938679,2428,485,1,Modern downtown condo with state-of-the-art kitchen features.
lst_1107,$367457,2812,2,2.5,75.68508338361407,19215,389,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1108,$375755,2161,5,3.0,1069.6396879244562,9119,273,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1109,$342555,1873,4,1.5,81.46513814953535,16914,498,1,Modern downtown condo with state-of-the-art kitchen features.
lst_1110,$158122,1854,4,2.5,965.2227131871032,9355,415,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1111,$347348,1218,5,1.0,287.24390867670485,18193,458,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1112,$356023,2441,2,2.0,870.1251152346629,5882,191,1,Modern downtown condo with state-of-the-art kitchen features.
lst_1113,$596324,1961,2,1.5,780.67388680187,1334,10,1,Beautiful family house in the suburbs with a large green garden.
lst_1114,$330763,1909,2,1.5,69.59478134396473,5305,357,1,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1115,$380154,3596,1,1.5,576.1554346429,1520,354,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1116,$346528,2149,5,2.5,921.582192724639,17252,114,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1117,$233132,1624,2,1.0,1280.4795002532308,9696,487,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1118,$464282,1786,4,3.0,1338.5310650629501,19588,411,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1119,$425193,2574,3,1.0,751.5824565481737,4455,142,1,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1120,$429103,2056,3,2.5,1106.2126065841853,19789,55,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1121,$259061,1280,2,1.5,508.8591359735136,18022,407,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1122,$490279,2459,3,2.0,546.1702883500533,17815,55,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1123,$209814,1665,3,1.5,331.9721028143549,8361,480,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1124,$408685,2936,1,3.0,864.8247594901969,13865,91,1,Modern downtown condo with state-of-the-art kitchen features.
lst_1125,$569045,2540,4,2.0,506.11801884467957,6044,72,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1126,$250946,1776,4,1.5,172.3377998358323,7226,88,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1127,$293370,2640,1,2.0,1043.258825661609,16964,471,1,Beautiful family house in the suburbs with a large green garden.
lst_1128,$359965,2033,1,1.0,1076.2421510278273,5363,46,0,Beautiful family house in the suburbs with a large green garden.
lst_1129,$299652,2426,3,2.5,571.9890072296339,15400,223,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1130,$194933,2242,5,1.5,161.24892921123308,2893,61,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1131,$356856,1576,3,3.0,668.1316902349676,2992,230,0,Beautiful family house in the suburbs with a large green garden.
lst_1132,$243769,1678,1,1.0,691.3864141728125,1298,200,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1133,$397359,2514,4,1.5,1019.5727831019448,18856,252,1,Modern downtown condo with state-of-the-art kitchen features.
lst_1134,$258057,1832,3,1.0,507.35376732509104,18376,170,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1135,$504993,1798,5,3.0,1039.7689556828927,1983,66,1,Beautiful family house in the suburbs with a large green garden.
lst_1136,$271674,1522,3,1.5,1313.6583855482131,897,267,1,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1137,$317793,2211,2,3.0,394.35476142518974,8309,116,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1138,$431351,3031,3,2.0,1469.4333563738546,8335,257,0,Beautiful family house in the suburbs with a large green garden.
lst_1139,$226913,1466,1,3.0,610.23379884837,16638,203,0,Beautiful family house in the suburbs with a large green garden.
lst_1140,$372745,2012,4,2.0,437.52509346323956,15357,182,0,Beautiful family house in the suburbs with a large green garden.
lst_1141,$480714,2706,4,1.5,661.1912146399212,8150,440,1,Cozy cottage nestled in the woods near a quiet lake.
lst_1142,$189251,1960,1,2.0,186.8763400605958,6047,30,0,Beautiful family house in the suburbs with a large green garden.
lst_1143,$368463,2226,2,1.5,232.2735644425677,9717,414,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1144,$375988,1468,1,1.5,650.9293681040806,1992,250,0,Beautiful family house in the suburbs with a large green garden.
lst_1145,$428182,2214,3,2.5,1155.5445568116952,3524,23,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1146,$226304,1906,1,1.5,1355.452747383012,9550,269,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1147,$217954,2492,1,2.0,1013.9860865385928,13518,321,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1148,$402194,2593,2,2.5,202.5683550953461,2115,24,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1149,$379698,3294,3,2.5,1024.4286551617759,4933,110,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1150,$375049,2289,5,1.5,971.3704850193093,9994,241,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1151,$384644,2162,5,3.0,1218.3576815253302,16042,310,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1152,$281997,2097,4,3.0,1246.6105666456622,9165,468,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1153,$373225,1823,1,2.5,1308.8944598795194,665,250,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1154,$379307,2169,4,1.5,650.4906961396927,7512,85,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1155,$278564,1852,2,3.0,1061.9033732606092,18502,154,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1156,$536577,2084,5,1.5,438.96302043735056,10177,401,1,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1157,$397383,2658,1,1.5,1499.0376059760813,10415,400,0,Beautiful family house in the suburbs with a large green garden.
lst_1158,$230869,1496,2,2.5,304.23464999644693,12934,14,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1159,$415655,2569,2,2.5,64.66592590821193,2414,325,1,Beautiful family house in the suburbs with a large green garden.
lst_1160,$252531,2658,1,1.0,265.7726360513552,4512,228,1,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1161,$428708,1940,2,3.0,1175.0148198389836,3983,418,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1162,$465859,939,1,3.0,697.8363309369066,11484,268,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1163,$267931,1696,1,3.0,698.875359325121,10151,153,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1164,$446337,2648,3,2.0,1434.7832334369193,8316,282,0,Beautiful family house in the suburbs with a large green garden.
lst_1165,$391278,1988,4,1.5,1383.4706166407077,11795,278,1,Cozy cottage nestled in the woods near a quiet lake.
lst_1166,$432206,1500,2,2.5,501.23236981581334,8002,198,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1167,$539679,1747,2,3.0,353.13428673225593,13287,436,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1168,$325461,2420,3,1.0,1280.2992044039224,17673,176,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1169,$274626,2273,3,3.0,1363.7276530143267,12388,269,0,Beautiful family house in the suburbs with a large green garden.
lst_1170,$261048,1880,3,1.5,835.3155380578061,14310,455,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1171,$268418,1816,5,1.5,962.6643811197957,6984,314,1,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1172,$342289,1804,5,2.5,422.5257128038254,19641,30,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1173,$384115,1538,5,2.0,1211.1638975688606,10659,473,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1174,$377669,2807,1,2.5,966.5775212510835,18225,354,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1175,$432718,1838,2,3.0,780.094591382095,3788,480,0,Beautiful family house in the suburbs with a large green garden.
lst_1176,$351300,2608,4,1.0,137.15740631367396,14214,360,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1177,$495353,2760,1,2.5,1378.1056956411728,5469,30,1,Cozy cottage nestled in the woods near a quiet lake.
lst_1178,$323534,2499,2,2.0,942.4045595573888,12038,38,0,Beautiful family house in the suburbs with a large green garden.
lst_1179,$622016,1784,2,2.5,329.40208730480356,4123,268,1,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1180,$412566,2201,3,1.5,929.2598696254265,16082,142,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1181,$264284,1987,3,3.0,1032.3218636479614,17200,308,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1182,$242910,1548,1,3.0,812.3669881906769,4067,187,0,Beautiful family house in the suburbs with a large green garden.
lst_1183,$398247,2162,3,3.0,1091.2475200362326,7523,367,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1184,$327653,1410,2,3.0,893.1082244965052,6550,246,1,Beautiful family house in the suburbs with a large green garden.
lst_1185,$421400,2593,3,3.0,1424.2658939466148,12313,58,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1186,$397323,1767,5,3.0,127.86076396899492,3315,466,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1187,$342717,2100,3,1.0,204.05627728086273,490,172,0,Beautiful family house in the suburbs with a large green garden.
lst_1188,$265320,2141,2,2.0,301.82387358379276,19521,123,1,Modern downtown condo with state-of-the-art kitchen features.
lst_1189,$198515,1870,1,3.0,1050.7480523762815,332,147,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1190,$305348,2293,4,2.0,986.1140154872226,19615,85,0,Beautiful family house in the suburbs with a large green garden.
lst_1191,$435639,1762,3,3.0,1343.4853473040564,7734,249,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1192,$371409,2435,2,2.5,1112.6723066816526,11598,406,0,Beautiful family house in the suburbs with a large green garden.
lst_1193,$225426,1327,4,3.0,787.1154569686588,11016,356,0,Beautiful family house in the suburbs with a large green garden.
lst_1194,$367318,2063,4,1.5,1488.156099072264,333,362,1,Beautiful family house in the suburbs with a large green garden.
lst_1195,$388531,2969,5,1.0,435.8565364454838,1491,411,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1196,$261614,1499,4,2.5,1258.1279066889083,11184,66,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1197,$365372,1661,2,2.5,668.846039681183,9547,50,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1198,$355820,2256,2,1.5,990.6659513698146,14284,91,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1199,$235702,2089,3,3.0,1104.5392821560295,11982,103,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1200,$385778,2175,3,1.0,968.9434264259877,14938,299,1,Cozy cottage nestled in the woods near a quiet lake.
lst_1201,$406078,2244,3,2.5,253.73558950746025,17373,403,1,Beautiful family house in the suburbs with a large green garden.
lst_1202,$458305,2317,4,1.0,692.2789655845025,8002,57,1,Modern downtown condo with state-of-the-art kitchen features.
lst_1203,$455380,2554,4,2.5,864.0856480030303,12979,476,1,Modern downtown condo with state-of-the-art kitchen features.
lst_1204,$212233,2204,5,3.0,1281.1134508089654,17229,196,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1205,$256217,1879,3,2.5,693.2863357579299,10011,451,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1206,$401503,2336,1,2.5,1382.1835919661646,527,480,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1207,$401378,2949,5,2.0,688.5426233865555,831,84,0,Beautiful family house in the suburbs with a large green garden.
lst_1208,$401504,1933,1,3.0,845.7307959313669,899,20,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1209,$735273,1512,4,1.5,1204.6142402670614,7125,364,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1210,$407089,2553,5,1.5,895.4481424121083,14581,491,0,Beautiful family house in the suburbs with a large green garden.
lst_1211,$463556,1939,5,3.0,1442.3162049550958,7724,330,1,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1212,$445400,913,2,1.5,1007.486954245485,15061,198,0,Beautiful family house in the suburbs with a large green garden.
lst_1213,$415139,2423,4,3.0,807.9287083980215,19022,145,1,Beautiful family house in the suburbs with a large green garden.
lst_1214,$318473,1732,4,1.5,84.20835328215401,8332,112,0,Beautiful family house in the suburbs with a large green garden.
lst_1215,$425896,1954,5,2.0,649.9127014914783,3467,307,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1216,$272717,2165,4,1.5,483.91020792723265,13362,269,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1217,$326318,2095,5,2.5,1134.7532184368595,5329,451,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1218,$301463,2354,2,3.0,352.0026289726414,18899,294,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1219,$358187,1782,5,1.0,347.56912657640413,13847,213,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1220,$581465,2256,4,1.0,324.80261269419634,19433,479,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1221,$163273,1870,4,3.0,232.14263907654208,4361,417,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1222,$418626,2369,5,2.0,500.96015532278676,3566,169,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1223,$188728,2307,5,1.5,1334.5870659429663,13885,431,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1224,$302806,1532,5,2.0,1173.6462848436347,3188,346,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1225,$458895,2542,3,1.0,1116.1142636448506,13115,375,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1226,$356428,1732,4,3.0,1206.1383681924458,1215,324,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1227,$242225,2404,4,3.0,440.6559395278789,4678,156,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1228,$278469,2183,3,2.0,1336.7904515911073,2690,459,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1229,$417959,2919,5,2.0,249.08989395532637,7472,294,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1230,$276963,1888,2,1.5,537.7013037375939,3673,436,1,Modern downtown condo with state-of-the-art kitchen features.
lst_1231,$371645,1825,5,2.5,900.7847725026472,3078,272,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1232,$354557,1990,5,2.5,199.2123780959009,10739,155,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1233,$284839,1848,3,1.5,1108.688772275816,9522,211,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1234,$564394,2399,4,2.5,611.5067698950387,10958,259,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1235,$413391,1191,5,1.0,1187.3882151321802,5075,357,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1236,$147485,1473,4,2.5,764.6996140976739,5025,381,0,Beautiful family house in the suburbs with a large green garden.
lst_1237,$368645,1466,1,1.5,312.26806041673774,10886,145,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1238,$283821,2475,4,2.5,1115.4046264652493,19914,347,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1239,$435243,2855,2,3.0,415.60873596646815,14816,362,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1240,$270747,1947,2,2.0,761.6749368386621,2095,100,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1241,$338526,1915,5,1.0,159.52324027751604,13944,433,0,Beautiful family house in the suburbs with a large green garden.
lst_1242,$400498,2035,4,3.0,945.9066488974532,3991,374,0,Beautiful family house in the suburbs with a large green garden.
