listing_id,price_raw,square_feet,bedrooms,bathrooms,ad_spend_usd,impressions,clicks,leads_converted,description,price_usd,ctr,cpc,tfidf_0,tfidf_1,tfidf_2,tfidf_3,tfidf_4
lst_1035,$227915,1202,4,1.0,152.08777548364554,14987,493,1,Beautiful family house in the suburbs with a large green garden.,227915.0,0.03289517581904317,0.3078699908575821,0.0,0.7145779065701711,0.0,0.42689161649500085,0.5542039003905306
lst_1036,$370886,2256,5,1.5,564.6502414036236,1673,496,1,Beautiful family house in the suburbs with a large green garden.,370886.0,0.2964734010759115,1.1361171859227839,0.0,0.7145779065701711,0.0,0.42689161649500085,0.5542039003905306
lst_1037,$154032,1733,2,1.5,779.6097922244496,13459,104,1,Modern downtown condo with state-of-the-art kitchen features.,154032.0,0.007727171409465785,7.424855164042377,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1038,$217181,1415,1,2.0,765.2571996409121,19118,256,0,Cozy cottage nestled in the woods near a quiet lake.,217181.0,0.013390522021131918,2.977654473310942,0.61006590768864,0.4340513986662863,0.61006590768864,0.259303991230201,0.0
lst_1039,$369686,563,1,2.5,55.74191736760699,2868,474,0,Beautiful family house in the suburbs with a large green garden.,369686.0,0.16527196652719664,0.11735140498443576,0.0,0.7145779065701711,0.0,0.42689161649500085,0.5542039003905306
lst_1040,$423846,1986,2,3.0,776.685960613361,5402,81,1,Beautiful family house in the suburbs with a large green garden.,423846.0,0.014994446501295817,9.471780007480012,0.0,0.7145779065701711,0.0,0.42689161649500085,0.5542039003905306
lst_1041,$367136,2886,2,2.5,606.4700640672434,13846,139,1,Cozy cottage nestled in the woods near a quiet lake.,367136.0,0.010039000433338148,4.3319290290517385,0.61006590768864,0.4340513986662863,0.61006590768864,0.259303991230201,0.0
lst_1042,$338435,2830,5,1.5,1459.515036438108,1311,396,0,Modern downtown condo with state-of-the-art kitchen features.,338435.0,0.30205949656750575,3.6763602932949824,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1043,$319889,1771,2,3.0,280.78067179105324,15545,416,1,Modern downtown condo with state-of-the-art kitchen features.,319889.0,0.02676101640398842,0.6733349443430533,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1044,$202147,1698,4,2.5,563.5235853012678,15915,177,0,Modern downtown condo with state-of-the-art kitchen features.,202147.0,0.011121583411875588,3.1658628387711674,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1045,$278015,2234,3,2.5,658.2481533802386,1260,367,0,Modern downtown condo with state-of-the-art kitchen features.,278015.0,0.2912698412698413,1.7887178080984745,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1046,$303936,1500,2,3.0,616.5056287963757,7141,205,0,Beautiful family house in the suburbs with a large green garden.,303936.0,0.028707463940624563,2.992745770856193,0.0,0.7145779065701711,0.0,0.42689161649500085,0.5542039003905306
lst_1047,$455712,2150,2,1.5,1015.4547000952008,18867,221,1,Cozy cottage nestled in the woods near a quiet lake.,455712.0,0.011713573965124291,4.574120270699103,0.61006590768864,0.4340513986662863,0.61006590768864,0.259303991230201,0.0
lst_1048,$384361,2383,4,2.5,362.4936434442648,10946,380,0,Cozy cottage nestled in the woods near a quiet lake.,384361.0,0.03471587794628175,0.9514268856804851,0.61006590768864,0.4340513986662863,0.61006590768864,0.259303991230201,0.0
lst_1049,$173695,2613,1,3.0,370.5537515802881,5976,212,0,Beautiful family house in the suburbs with a large green garden.,173695.0,0.03547523427041499,1.7396889745553432,0.0,0.7145779065701711,0.0,0.42689161649500085,0.5542039003905306
lst_1050,$382408,1949,1,1.5,1107.355875326237,12989,78,1,Beautiful family house in the suburbs with a large green garden.,382408.0,0.006005081222572946,14.017162978813127,0.0,0.7145779065701711,0.0,0.42689161649500085,0.5542039003905306
lst_1051,$311491,1898,5,3.0,775.4212520833605,13982,15,0,Beautiful family house in the suburbs with a large green garden.,311491.0,0.0010728078958661136,48.46382825521003,0.0,0.7145779065701711,0.0,0.42689161649500085,0.5542039003905306
lst_1052,$282307,1561,4,3.0,651.9757302831001,14838,291,0,Luxury penthouse overlooking the city skyline with a private balcony.,282307.0,0.019611807521229277,2.2327935968599317,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1053,$411167,1586,3,2.5,295.3444249320151,1195,260,0,Cozy cottage nestled in the woods near a quiet lake.,411167.0,0.2175732217573222,1.1315878349885635,0.61006590768864,0.4340513986662863,0.61006590768864,0.259303991230201,0.0
lst_1054,$453099,1886,3,1.5,321.9144732226416,6001,16,0,Cozy cottage nestled in the woods near a quiet lake.,453099.0,0.002666222296283953,18.9361454836848,0.61006590768864,0.4340513986662863,0.61006590768864,0.259303991230201,0.0
lst_1055,$443128,2183,4,2.5,65.2998733830558,8315,384,0,Cozy cottage nestled in the woods near a quiet lake.,443128.0,0.04618159951894167,0.16961006073520987,0.61006590768864,0.4340513986662863,0.61006590768864,0.259303991230201,0.0
lst_1056,$266078,2456,3,1.0,182.5680898494784,13011,483,1,Modern downtown condo with state-of-the-art kitchen features.,266078.0,0.03712243486280839,0.37720679720966616,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1057,$319078,1598,1,1.0,857.4161073008495,14223,82,0,Beautiful family house in the suburbs with a large green garden.,319078.0,0.005765309709625255,10.330314545793367,0.0,0.7145779065701711,0.0,0.42689161649500085,0.5542039003905306
lst_1058,$383126,2746,3,1.5,1343.2160385121942,1179,439,1,Beautiful family house in the suburbs with a large green garden.,383126.0,0.37234944868532655,3.0527637238913505,0.0,0.7145779065701711,0.0,0.42689161649500085,0.5542039003905306
lst_1059,$447554,1864,3,3.0,466.3889094393083,12610,176,0,Beautiful family house in the suburbs with a large green garden.,447554.0,0.013957176843774783,2.6349655900525892,0.0,0.7145779065701711,0.0,0.42689161649500085,0.5542039003905306
lst_1060,$302082,1989,4,2.5,525.2334775493858,19331,100,0,Luxury penthouse overlooking the city skyline with a private balcony.,302082.0,0.005173038125290984,5.200331460885009,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1061,$331434,1626,4,2.5,217.6281353866927,18444,310,0,Cozy cottage nestled in the woods near a quiet lake.,331434.0,0.016807633918889613,0.6997689240729669,0.61006590768864,0.4340513986662863,0.61006590768864,0.259303991230201,0.0
lst_1062,$239366,787,3,1.5,613.514871130299,1573,377,0,Beautiful family house in the suburbs with a large green garden.,239366.0,0.2396694214876033,1.6230552146304205,0.0,0.7145779065701711,0.0,0.42689161649500085,0.5542039003905306
lst_1063,$230379,2442,2,1.5,103.97147162552729,4988,277,0,Luxury penthouse overlooking the city skyline with a private balcony.,230379.0,0.055533279871692064,0.3739980993724003,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1064,$431252,2368,4,1.0,1380.5210095797554,5079,423,0,Beautiful family house in the suburbs with a large green garden.,431252.0,0.08328411104548139,3.255945777310744,0.0,0.7145779065701711,0.0,0.42689161649500085,0.5542039003905306
lst_1065,$485624,1859,5,2.0,1026.0114547805665,1312,389,0,Modern downtown condo with state-of-the-art kitchen features.,485624.0,0.2964939024390244,2.6307986020014527,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1066,$342798,2033,5,1.5,1486.5857736201674,9101,417,0,Cozy cottage nestled in the woods near a quiet lake.,342798.0,0.045819140753763324,3.5564252957420273,0.61006590768864,0.4340513986662863,0.61006590768864,0.259303991230201,0.0
lst_1067,$450353,2257,1,2.0,1330.093585883816,13348,183,0,Luxury penthouse overlooking the city skyline with a private balcony.,450353.0,0.013709919089002098,7.228769488499,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1068,$386163,1218,3,1.5,735.8363608623214,519,68,0,Beautiful family house in the suburbs with a large green garden.,386163.0,0.13102119460500963,10.664295084961179,0.0,0.7145779065701711,0.0,0.42689161649500085,0.5542039003905306
lst_1069,$285488,1735,2,3.0,803.5432951680465,15708,136,1,Cozy cottage nestled in the woods near a quiet lake.,285488.0,0.008658008658008658,5.865279526774062,0.61006590768864,0.4340513986662863,0.61006590768864,0.259303991230201,0.0
lst_1070,$386139,2397,1,3.0,326.33526744993105,3759,347,0,Luxury penthouse overlooking the city skyline with a private balcony.,386139.0,0.09231178504921522,0.9377450214078479,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1071,$503803,1372,3,1.0,719.9570471173556,5383,416,0,Cozy cottage nestled in the woods near a quiet lake.,503803.0,0.07728032695522942,1.7265157005212366,0.61006590768864,0.4340513986662863,0.61006590768864,0.259303991230201,0.0
lst_1072,$346417,2146,4,1.0,1359.390416564577,10815,276,1,Cozy cottage nestled in the woods near a quiet lake.,346417.0,0.025520110957004162,4.907546630197029,0.61006590768864,0.4340513986662863,0.61006590768864,0.259303991230201,0.0
lst_1073,$506464,1321,5,2.0,123.73746427194064,16265,323,1,Modern downtown condo with state-of-the-art kitchen features.,506464.0,0.019858592068859513,0.3819057539257427,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1074,$88025,2233,2,1.5,1302.157364347549,1440,336,0,Cozy cottage nestled in the woods near a quiet lake.,88025.0,0.23333333333333334,3.863968440200442,0.61006590768864,0.4340513986662863,0.61006590768864,0.259303991230201,0.0
lst_1075,$432190,1982,5,2.5,544.3743123817842,14905,441,0,Luxury penthouse overlooking the city skyline with a private balcony.,432190.0,0.02958738678295874,1.2316160913615026,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1076,$358704,1192,4,1.0,1354.2935093896492,10684,345,0,Cozy cottage nestled in the woods near a quiet lake.,358704.0,0.03229127667540247,3.9141430907215295,0.61006590768864,0.4340513986662863,0.61006590768864,0.259303991230201,0.0
lst_1077,$320099,2582,3,2.5,1414.2758641951527,14880,113,0,Luxury penthouse overlooking the city skyline with a private balcony.,320099.0,0.007594086021505376,12.405928633290813,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1078,$359176,1632,4,2.5,1022.7540861527636,5237,277,1,Cozy cottage nestled in the woods near a quiet lake.,359176.0,0.05289287760168035,3.6789715329236103,0.61006590768864,0.4340513986662863,0.61006590768864,0.259303991230201,0.0
lst_1079,$151243,1594,4,1.5,1013.4144905593828,17845,172,0,Beautiful family house in the suburbs with a large green garden.,151243.0,0.00963855421686747,5.857887228666953,0.0,0.7145779065701711,0.0,0.42689161649500085,0.5542039003905306
lst_1080,$328032,2100,5,2.0,706.4937896776731,691,401,0,Modern downtown condo with state-of-the-art kitchen features.,328032.0,0.5803183791606368,1.7574472380041621,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1081,$385711,2574,2,1.5,1261.533325588376,626,184,1,Beautiful family house in the suburbs with a large green garden.,385711.0,0.2939297124600639,6.819099057234466,0.0,0.7145779065701711,0.0,0.42689161649500085,0.5542039003905306
lst_1082,$497789,1492,4,1.0,1444.3384997282606,7955,62,0,Modern downtown condo with state-of-the-art kitchen features.,497789.0,0.007793840351979887,22.92600793219461,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1083,$298172,2030,5,2.5,1173.8686104917228,10795,484,0,Luxury penthouse overlooking the city skyline with a private balcony.,298172.0,0.044835572024085224,2.420347650498398,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1084,$269150,2214,2,1.5,951.8082639472284,1392,425,1,Modern downtown condo with state-of-the-art kitchen features.,269150.0,0.305316091954023,2.2342916994066395,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1085,$299824,2346,3,1.5,929.8496989409384,18138,83,0,Cozy cottage nestled in the woods near a quiet lake.,299824.0,0.004576028228029551,11.069639273106409,0.61006590768864,0.4340513986662863,0.61006590768864,0.259303991230201,0.0
lst_1086,$441540,2088,3,1.5,1281.7313572963103,16671,464,1,Cozy cottage nestled in the woods near a quiet lake.,441540.0,0.027832763481494813,2.756411521067334,0.61006590768864,0.4340513986662863,0.61006590768864,0.259303991230201,0.0
lst_1087,$382875,1816,1,1.0,834.7454603683826,19242,65,1,Beautiful family house in the suburbs with a large green garden.,382875.0,0.003378027232096456,12.64765849043004,0.0,0.7145779065701711,0.0,0.42689161649500085,0.5542039003905306
lst_1088,$297023,1586,5,2.0,1215.596835060793,8725,373,0,Modern downtown condo with state-of-the-art kitchen features.,297023.0,0.04275071633237822,3.2502589172748473,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1089,$401326,2043,2,1.5,787.8836200026564,6531,125,0,Luxury penthouse overlooking the city skyline with a private balcony.,401326.0,0.0191394885928648,6.2530446031956854,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1090,$359707,1463,4,1.0,140.54419871219,16026,211,0,Luxury penthouse overlooking the city skyline with a private balcony.,359707.0,0.013166105079246225,0.662944333548066,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1091,$446864,539,3,2.5,606.723162911025,11804,38,0,Cozy cottage nestled in the woods near a quiet lake.,446864.0,0.0032192477126397833,15.557004177205771,0.61006590768864,0.4340513986662863,0.61006590768864,0.259303991230201,0.0
lst_1092,$279794,2218,2,3.0,694.4393886236732,537,74,0,Luxury penthouse overlooking the city skyline with a private balcony.,279794.0,0.1378026070763501,9.259191848315641,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1093,$317233,2451,5,1.0,255.3450052305949,10880,21,0,Cozy cottage nestled in the woods near a quiet lake.,317233.0,0.0019301470588235295,11.606591146845222,0.61006590768864,0.4340513986662863,0.61006590768864,0.259303991230201,0.0
lst_1094,$310789,818,1,3.0,198.61967732435852,17316,24,1,Cozy cottage nestled in the woods near a quiet lake.,310789.0,0.001386001386001386,7.944787092974341,0.61006590768864,0.4340513986662863,0.61006590768864,0.259303991230201,0.0
lst_1095,$203648,1495,3,1.5,826.4241770025835,9088,461,0,Cozy cottage nestled in the woods near a quiet lake.,203648.0,0.050726232394366196,1.788796919919012,0.61006590768864,0.4340513986662863,0.61006590768864,0.259303991230201,0.0
lst_1096,$379612,2309,2,1.5,173.45827300631913,9053,319,0,Beautiful family house in the suburbs with a large green garden.,379612.0,0.03523693803159174,0.5420571031447473,0.0,0.7145779065701711,0.0,0.42689161649500085,0.5542039003905306
lst_1097,$376105,3028,2,1.0,489.27049344062175,5894,73,0,Beautiful family house in the suburbs with a large green garden.,376105.0,0.012385476756023075,6.611763424873267,0.0,0.7145779065701711,0.0,0.42689161649500085,0.5542039003905306
lst_1098,$350511,2010,2,3.0,1129.66561514646,3674,219,1,Cozy cottage nestled in the woods near a quiet lake.,350511.0,0.05960805661404464,5.134843705211181,0.61006590768864,0.4340513986662863,0.61006590768864,0.259303991230201,0.0
lst_1099,$326541,1635,5,1.5,1448.426660373572,16401,165,0,Cozy cottage nestled in the woods near a quiet lake.,326541.0,0.01006036217303823,8.72546180947935,0.61006590768864,0.4340513986662863,0.61006590768864,0.259303991230201,0.0
lst_1100,$208462,1908,5,2.5,1090.9123418002964,784,106,0,Cozy cottage nestled in the woods near a quiet lake.,208462.0,0.13520408163265307,10.195442446731743,0.61006590768864,0.4340513986662863,0.61006590768864,0.259303991230201,0.0
lst_1101,$307935,2687,5,2.0,1489.3070452566617,4333,380,1,Luxury penthouse overlooking the city skyline with a private balcony.,307935.0,0.08769905377336719,3.9089423760017366,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1102,$315728,1677,4,2.0,1062.5900583551338,17061,210,0,Cozy cottage nestled in the woods near a quiet lake.,315728.0,0.012308774397749253,5.035971840545658,0.61006590768864,0.4340513986662863,0.61006590768864,0.259303991230201,0.0
lst_1103,$269772,1600,2,1.5,476.00198244877487,13097,149,0,Cozy cottage nestled in the woods near a quiet lake.,269772.0,0.011376651141482782,3.173346549658499,0.61006590768864,0.4340513986662863,0.61006590768864,0.259303991230201,0.0
lst_1104,$333871,1758,3,3.0,1024.4761837327746,8107,61,1,Modern downtown condo with state-of-the-art kitchen features.,333871.0,0.0075243616627605776,16.523809415044752,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1105,$390405,1523,5,1.5,1068.1273095355104,16711,87,0,Modern downtown condo with state-of-the-art kitchen features.,390405.0,0.00520615163664652,12.137810335630801,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1106,$538618,2061,5,3.0,589.0041276938679,2428,485,1,Modern downtown condo with state-of-the-art kitchen features.,538618.0,0.19975288303130148,1.2119426495758598,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1107,$367457,2812,2,2.5,75.68508338361407,19215,389,0,Modern downtown condo with state-of-the-art kitchen features.,367457.0,0.020244600572469424,0.1940643163682412,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1108,$375755,2161,5,3.0,1069.6396879244562,9119,273,0,Cozy cottage nestled in the woods near a quiet lake.,375755.0,0.029937493146178308,3.9037944814761176,0.61006590768864,0.4340513986662863,0.61006590768864,0.259303991230201,0.0
lst_1109,$342555,1873,4,1.5,81.46513814953535,16914,498,1,Modern downtown condo with state-of-the-art kitchen features.,342555.0,0.029443064916637104,0.16325678987882836,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1110,$158122,1854,4,2.5,965.2227131871032,9355,415,0,Luxury penthouse overlooking the city skyline with a private balcony.,158122.0,0.04436130411544629,2.3202469066997673,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1111,$347348,1218,5,1.0,287.24390867670485,18193,458,0,Luxury penthouse overlooking the city skyline with a private balcony.,347348.0,0.025174517671631945,0.6258037226072001,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1112,$356023,2441,2,2.0,870.1251152346629,5882,191,1,Modern downtown condo with state-of-the-art kitchen features.,356023.0,0.032471948316899014,4.5319016418472025,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1113,$596324,1961,2,1.5,780.67388680187,1334,10,1,Beautiful family house in the suburbs with a large green garden.,596324.0,0.0074962518740629685,70.97035334562455,0.0,0.7145779065701711,0.0,0.42689161649500085,0.5542039003905306
lst_1114,$330763,1909,2,1.5,69.59478134396473,5305,357,1,Luxury penthouse overlooking the city skyline with a private balcony.,330763.0,0.06729500471253534,0.19439883056973387,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1116,$346528,2149,5,2.5,921.582192724639,17252,114,0,Modern downtown condo with state-of-the-art kitchen features.,346528.0,0.006607929515418502,8.013758197605556,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1117,$233132,1624,2,1.0,1280.4795002532308,9696,487,0,Modern downtown condo with state-of-the-art kitchen features.,233132.0,0.05022689768976898,2.6239334021582597,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1118,$464282,1786,4,3.0,1338.53106506295,19588,411,0,Cozy cottage nestled in the woods near a quiet lake.,464282.0,0.02098223402082908,3.248861808405218,0.61006590768864,0.4340513986662863,0.61006590768864,0.259303991230201,0.0
lst_1119,$425193,2574,3,1.0,751.5824565481737,4455,142,1,Luxury penthouse overlooking the city skyline with a private balcony.,425193.0,0.031874298540965205,5.255821374462753,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1120,$429103,2056,3,2.5,1106.212606584185,19789,55,0,Modern downtown condo with state-of-the-art kitchen features.,429103.0,0.0027793218454697055,19.753796546146162,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
lst_1121,$259061,1280,2,1.5,508.8591359735136,18022,407,0,Modern downtown condo with state-of-the-art kitchen features.,259061.0,0.022583509044501165,1.2472037646409648,0.0,0.0,0.0,0.6102323412881732,0.7922225000881726
